#  file: sfRawRanks2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes ranks data for each project. This info 
#  is averaged based on the daily ranks data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, round(avg(rank))
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  rank: the average of ranks for this 60-day period 
proj_unixname	round(avg(rank))
airdave	0
airdc	0
airdraft	0
airdraftviewer	0
airduino	0
airelliamud	0
airfart	0
airftp	0
airfw	0
airgeargame-gnu	0
airgtkrack	0
airhockey3d	0
airids	0
airisk	0
airjack	0
airkbet	0
airlcd	0
airldm	0
airliftj	0
airlinereservat	0
airlog	0
airmission	0
airmntfighting	0
airnavsdr	0
airnet	0
airnews	0
airo-linux	0
airobfuscator	0
airobotsim	0
airone	0
airos	0
airotest	0
airplanewar	0
airpong	0
airport	0
airportlivingla	0
airportmanager	0
airportswbsx	0
airpwn	0
airraidsiren	0
airreviews	0
airrox	0
airs	0
airscraper	0
airsentry	0
airsgpt	0
airsnort	0
airsoft-hl-mod	118436
airsort	57497
airss	112991
airstar	64191
airstate	107437
airstrike	0
airsynergy	0
airt	0
airt-linux	0
airtodo	0
airtraf	0
airtraffic	0
airtransport	0
airview	0
airwave	90484
airwolf	69955
airy	0
airyforms	0
ais	0
ais-e	0
ais4j	0
aisa	0
aiscoal	0
aisdecoder	0
aisearch	0
aisec	0
aiserver	0
aisf	0
aisk	0
aislib	0
aislogger	0
aismallutils	0
aisoccer	0
aisp	0
aisql	0
aiss	0
aist	0
aisw	0
ait	0
ait-game	0
aitaglib	0
aitchbee	0
aitestbed	0
aitext	0
aitolikon	0
aitools	0
aitwa	0
aiu	0
aiv	0
aiv-er	0
aivis	0
aiwars-1	0
aix-get	0
aix-mirror-chec	0
aix-ports	0
aix-storage	0
aixa	0
aixfreeware	0
aixgrep-w-r	0
aixgsc	0
aixm-j	0
aixmonitor	0
aixns	0
aixtoolbox	0
aixuexi	0
aizen-myoo	0
aja	0
ajaax	0
ajabberwocky	0
ajaccio	0
ajaconsole	0
ajaf	0
ajairc	0
ajaj	0
ajajajava	0
ajaki	0
ajal	0
ajami	0
ajantamedsuite	0
ajaqs	0
ajason	0
ajatweb	0
ajax	0
ajax-calendar	0
ajax-charts	0
ajax-chat-smack	0
ajax-cms	0
ajax-dev-lib	0
ajax-discuss	0
ajax-doppelkopf	0
ajax-explorer	0
ajax-fit	0
ajax-in-action	0
ajax-letronix	0
ajax-mmorpg	0
ajax-mvc	0
ajax-pages	0
ajax-pgsql-grid	0
ajax-queue	0
ajax-rest	0
ajax-scripting	0
ajax-simple	0
ajax-spell	0
ajax-sugarfree	0
ajax-tree	0
ajax11	0
ajax2php	0
ajax3d	0
ajax4j2ee	0
ajax4java	0
ajax4jmx	0
ajax4one	0
ajax4struts	0
ajax4suggest	0
ajaxac	0
ajaxagent	0
ajaxaio	0
ajaxalytics	0
ajaxanimator	0
ajaxanywhere	0
ajaxbber	0
ajaxbean	0
ajaxboard	0
ajaxbox	0
ajaxcards	0
ajaxcart	0
ajaxcasino	0
ajaxce	0
ajaxchat	0
ajaxchat-phpdev	0
ajaxcms	0
ajaxcommander	0
ajaxcontrols	0
ajaxcore	0
ajaxdatacontrol	0
ajaxdatagrid	0
ajaxdb	0
ajaxdesktop	0
ajaxdo	0
ajaxdraw	0
ajaxdrawing	0
ajaxdrawproject	0
ajaxell	0
ajaxembed	0
ajaxengine	0
ajaxexplorer	0
ajaxfb	0
ajaxfilemanager	0
ajaxfilmdb	0
ajaxformbuilder	0
ajaxforms	0
ajaxforphpv2	0
ajaxforum	0
ajaxframework	0
ajaxfs	0
ajaxftp	0
ajaxftpexplorer	0
ajaxgame	0
ajaxgo	0
ajaxgrid	0
ajaxify	0
ajaxinjector	0
ajaxirc	0
ajaxislands	0
ajaxj	0
ajaxjsp	0
ajaxkit	0
ajaxlib	0
ajaxlivechat	0
ajaxlogincontro	0
ajaxma	0
ajaxmail	0
ajaxmapper	0
ajaxmdb	0
ajaxmedia	0
ajaxmixer	0
ajaxmonkey	0
ajaxmsn	0
ajaxmyadmin	0
ajaxmysqladmin	0
ajaxmytop	0
ajaxn	0
ajaxnet	0
ajaxnet4j	0
ajaxnetmap	0
ajaxobject	0
ajaxobjects	0
ajaxoffice	0
ajaxol	0
ajaxometer	0
ajaxora	0
ajaxos	0
ajaxpage	0
ajaxperlchat	0
ajaxphpinvoker	0
ajaxphpterm	0
ajaxplorer	0
ajaxplus	0
ajaxportal	0
ajaxportlet	0
ajaxproxy	0
ajaxpushing	0
ajaxq	0
ajaxrad	0
ajaxregform	0
ajaxrequest	0
ajaxrpg	0
ajaxschedule	0
ajaxseo	0
ajaxservice	0
ajaxservlet	0
ajaxshell	0
ajaxshine	0
ajaxshoutbox	0
ajaxsocialframe	0
ajaxspellchecke	0
ajaxstream	0
ajaxsudoku	0
ajaxtags	0
ajaxtestrunner	0
ajaxtk	0
ajaxtoaster	0
ajaxtop	0
ajaxtopicmap	0
ajaxtorrentflux	0
ajaxuibuilder	0
ajaxupload	0
ajaxurf	0
ajaxvnc	0
ajaxwebmail	0
ajaxwhois	0
ajaxwikisvn	0
ajaxwithgi	0
ajaxwm	0
ajaxws	0
ajbasic	0
ajbugdetect	0
ajc	0
ajc-for-eclipse	0
ajccc	0
ajchat	0
ajcoupling	0
ajcrm	0
ajct	0
ajdf	0
ajdmserver	0
ajdo	0
ajec	0
ajeer	0
ajefw	0
ajexa	0
ajexplorer	0
ajfork	0
ajform	0
ajgames	0
ajgenesis	0
ajhotdraw	0
ajhsqldb	0
ajhttpserver	0
ajile	0
ajio	0
ajl	0
ajm	0
ajmath	0
ajmitzel	0
ajocms	0
ajol	0
ajpdsoftavisoca	0
ajphpth	0
ajportal	0
ajprofiler	0
ajqtgui	0
ajrdatabase	0
ajserver	0
ajsframework	0
ajsp	0
ajstorm	0
ajstruts	0
ajui	0
ajumbled-budget	0
ajunit	0
ajustalegendas	0
ajwords	0
ajxtools	0
ak-istanbulx	0
ak2650	0
aka	0
akaciogps	0
akadav	0
akademi-mail	0
akademos	0
akai	0
akak	0
akamak	0
akari	0
akarmi	0
akarru	0
akarsu-basic	0
akasha	0
akasmfmods	0
akcerah	0
akdaemon	0
ake	0
akelos	0
akerblad	0
akg-helpsite	0
akgeasyeve	0
akhet	0
aki	0
akii	0
akiles	0
akilsoft	0
akinimod	0
akirachaplin	0
akirafreelancer	0
akisha	0
akismet-java	0
akismetcutenews	0
akita	0
akita-idp	0
akitalivechat	0
akitatech	0
akiva	0
akjay	0
akjsed	0
akkada	0
akkar	0
akktex	0
akkupear	0
akm	0
akmcms	0
akme	0
akmeffmpeg	0
akmemobilemaps	0
aknova	0
ako	0
akogrimo	0
akoie	0
akoon	0
akoria	0
akorn	0
akote	0
akoya	0
akp	0
akregator	0
akrintranet	0
akrip	0
akripcom	0
akriti	0
akro	0
akrogen	0
akrom	0
akrti	0
aksdna	0
aksframewrk	0
akshar	0
akshara	0
aksharaindic	0
aksharbodh	0
akson	0
aksrechner	0
aksui	0
aksum	0
akt	0
aktions	0
aktivatetodo	0
aktivemedia	0
aktub	0
akul	0
akula	0
akunaerp	0
akurat	0
akuryou	0
akutan	0
akutus	0
akvoid	0
akwebdyn	0
al-cal-culator	0
al-jwarizmi	0
al-portal	0
al-trader	0
al3d	0
al4java	0
ala	0
alab	0
alabastra	0
alacarte	0
alach3eth	0
alacrity	0
aladdin	0
aladin-tk	0
alagor	0
alagwi	0
alahellcms	0
alamag2	0
alambic	0
alan	0
alan-sgs	0
alandemo	0
alantra	0
alapelitmod	0
alarife	0
alarm	0
alarm-applet	0
alarm-clock	0
alarm-x	0
alarmas	0
alarmbuddy	0
alarmbyfabien	0
alarmclock	0
alarmgpssystem	0
alarmguard	0
alarmme	0
alarscript	0
alastor	0
alauda	0
alavuv2	0
alavyc	0
alba	0
alba-drops	0
alba18tross	0
albackup	0
albanxx	0
albatros	0
albatros34	0
albatrosfw	0
albatross	0
albatrossdk	0
albatrosspltfrm	0
alberich	0
albert	0
albertliu	0
albion	0
albion-tools	0
albion2	0
alblog	0
albomb	0
albot	0
albotmmobotcom	0
album	0
album-art	0
album-php	0
album4ecommerce	0
album4j	0
albumbuilder	0
albumer	0
albumfotos	0
albumgraber	0
albumi	0
albumin3d	0
albumine	0
albumlist	0
albummer	0
albumphoto	0
albumphotophp	0
albumpl	0
albumshaper	0
alc	0
alc900-cups	0
alcad	0
alcaeus	0
alcatelpcxrs	0
alcatool	0
alcatraz	0
alcc	0
alcedo	0
alchemi	0
alchemist	0
alchemy-art	0
alchemyafx	0
alchemyautotrac	0
alchemycms	0
alchemysoap	0
alchemywin	0
alchim	0
alchms	0
alcinoe	0
alco2	0
alcomacco	0
alcopop	0
alcove	0
alcplusbt	0
alcugs	0
ald	0
alda	0
aldaba	0
aldara	0
alde	0
aldebaran	0
aldebatux	0
alder	0
aldocontent	0
aldor-combinat	0
aldp	0
aldrin	0
aldrsoft	0
ale	0
ale-tictactoe	0
ale4net	0
alea	0
aleader	0
aleamdb	0
aleck	0
aled	0
alefox	0
alege	0
alegre	0
alegria	0
alejandria-docs	0
alekhine	0
aleks	0
alembik	0
alemula	0
aleph	0
aleph-engine	0
aleph-ml	0
aleph8	0
alephalbums	0
alephmn	0
alephmodular	0
alermobfmpom	0
alert-door	0
alert-interval	0
alerter	0
alertlog	0
alertpaynuked	0
alertsportlet	0
alerttail	0
alescere-engine	0
alesimulator	0
alest2	0
aletheia	0
alethia	0
alevolutions	0
alex	0
alexa-tr	0
alexander	0
alexandreia	0
alexandrerojkov	0
alexandria-dev	0
alexandria-ilib	0
alexandriaarchv	0
alexandriabib	0
alexandriagame	0
alexandris	0
alexautils	0
alexawidgets	0
alexcms2	0
alexdresslerrr	0
alexis	0
alextexteditor	0
alf	0
alfa	0
alfa-bmf	0
alfa-centauri	0
alfa166unilink	0
alfacosmos	0
alfagames	0
alfahakupdater	0
alfalinux	0
alfama	0
alfandega	0
alfanet	0
alfanetat	0
alfaqtiautor	0
alfaqtiengine	0
alfaws	0
alfer-project	0
alfj	0
alflac	0
alfont	0
alfred	0
alfredo	0
alfredsworld	0
alfresco	0
alfresco-crypt	0
alfresco-ocms	0
alfrescoconfigu	0
alfrescon	0
alfs	0
alfsstringvalue	0
alfve	0
alg1	0
alg2help	0
algae	0
algebraagent	0
algebracalculus	0
algebradb	0
algebrain	0
algebrathor	0
algebsql	0
algen	0
algenkhob	0
algeops	0
algernon	0
algernon-j	0
algheme	0
algif	0
algiz-backup	0
alglab	0
alglinpp	0
algo2code	0
algo4tdtsp	0
algobros3	0
algobrute	0
algoc	0
algodat	0
algodat2	0
algodistr	0
algog4j	0
algol	0
algol68	0
algolyzer	0
algomath	0
algopack	0
algorator	0
algorism	0
algorithm-fft	0
algorithma	0
algorithmlib	0
algorithmnet	0
algorithms	0
algorythm	0
algosatfreenode	0
algoscore	0
algostar	0
algotrade	0
algoview	0
algoz	0
algrafproject	0
algstudy	0
algt	0
alguest	0
algul	0
algviewer	0
alhacenrt	0
alhambra	0
alhavs	0
alhemic	0
ali	0
alia	0
aliamir	0
aliansearcher	0
alias	0
alias-ims	0
aliascms	0
aliasedit	0
aliasgroup	0
aliashunter	0
aliaspod	0
aliasproxypanel	0
alib	0
alibaba	0
alibro	0
alibrowse	0
alicalculator	0
alice	0
alice-invoice	0
alicebot	0
alicecms	0
alicia	0
alicq	0
alics	0
alidadegw	0
alien	0
alien-force-pas	0
alien-shadows	0
alien13	0
alienantivirus	0
alienattack	0
alienhunting	0
alieninvasion	0
alienizer	0
aliens-adp	0
alif	0
alife	0
alifecontest	0
alifegames	0
alifox	0
aligator427	0
align	0
alignlib	0
alignmenteditor	0
alikokalba	0
alimentum	0
alimp	0
alin-diploma	0
alindis	0
aline	0
alinepl	0
alink	0
alink2	0
alinks	0
alinotes	0
alinous-core	0
alinuoc	0
alinvade	0
alioshacms	0
alioth	0
alipes	0
alipesmail	0
aliquest	0
alis	0
alise	0
aliserv	0
alison	0
alistmail	0
alita	0
alite	0
alivar	0
alive	0
alive-engine	0
alive-project	0
aliveie	0
alivejournal	0
alivesnmp	0
alivestatus	0
aliviar	0
alizagameapi	0
alj	0
alkachchef	0
alkali	0
alkaline	0
alkatib	0
alkhawarezmi	0
alki	0
alkimia	0
alkor	0
alkottab	0
all	0
all-my-docs	0
all-plasm	0
all-remote	0
all-roundoffice	0
all2mp3	0
all4one	0
allaboutaccess	0
allacrost	0
allaryia	0
allbib	0
allcharities	0
allchars	0
allcity	0
allcommerce	0
alldap	0
alldayfixer	0
alldms	0
alle-immobilien	0
allefant	0
alleg	0
alleg-gui-api	0
alleg3dproj	0
allegfaz	0
allegiance	0
allegimmicks	0
allegmc	0
allegory	0
allegro	0
allegro-pas	0
allegrogl	0
allegroo	0
allegropro	0
allegroserve	0
allegrotools	0
allegrt	0
allergen	0
allevo	0
alleyoop	0
allfastproject	0
allgames	0
allgradesmoodle	0
alliance	0
alliancecad	0
alliancecms	0
alliancedb	0
alliancedepot	0
alliancehd	0
allianceless	0
alliancemanager	0
alliancep2p	0
alliances	0
alliedbridge	0
alligator	0
alligator-cl	0
alligator-java	0
alligatorjack	0
allina	0
allindip	0
allinoneruby	0
allira	0
allknowingmind	0
alllib	0
allmaker	0
allmighty	0
allmon	0
allmovies	0
allnetwlan	0
allnote	0
allocator	0
allocpsa	0
alloff	0
allomai	0
allomanemailact	0
alloy	0
alloymux	0
alloyoneclipse	0
allpairs	0
allpm	0
allportableapps	0
allroad	0
allscripts	0
allsysmon	0
allt4c	0
alltaskmanager	0
allting	0
alltoavi	0
alltojpg	0
alltray	0
alltunes	0
allusions	0
allview	0
allviewer	0
allwebsitesvisi	0
allxmyself	0
allyjack	0
allymg	49169
alm	149836
alma	0
alma-zen-sky	0
almadraproject	0
almafuerte	0
almagest	0
almagnam	0
almail	0
almake	0
almalert	0
almanak	0
almara	0
almas	0
almasys	0
almayce	0
almayer	0
almeta	0
almidon	0
almighty	0
almirun-as3	0
almmigrator	0
almo3arrib	0
almonaster	0
almond	0
almond-game	0
almost5	0
almostateacher	0
almoxarif	0
almoxis	0
alms	0
almsuite	0
almuists	0
aln2dist	0
alnacekh	0
alnyemoo	0
alo	0
aloa	0
aloa-lint	0
aloe	0
alog	0
alogfilter	0
alogview	0
aloha	0
alohacms	0
alohamoo	0
alohats	0
aloma	0
alone	0
alongtheriver	0
alooengine	0
aloofix	0
alopex	0
alora	0
aloter	0
alox	0
aloyscore	0
alp	0
alp-oscommerce	0
alpa	0
alpaca	0
alpaka	0
alpenstock	0
alperl	0
alpes	0
alph	0
alpha	0
alpha-better	0
alpha-office	0
alpha-shell	0
alpha-waves	0
alphababy	0
alphabeta	0
alphabetaprunin	0
alphabetsoup	0
alphabetter	0
alphablogger	0
alphabravo3	0
alphachess	0
alphaclock	0
alphacms	0
alphadmin	0
alphaeditor	0
alphalabs	0
alphaledjavasdk	0
alphalogic	0
alphamail	0
alphamatrix	0
alphaminer	0
alphamote	0
alphanavbarjstl	0
alphapagtag	0
alphaportal	0
alphaproject	0
alphard	0
alpharesearchfa	0
alpharms	0
alphashooter	0
alphasoft	0
alphatcl	0
alphatomorrow	0
alphawebs	0
alphawindows	0
alpheratz	0
alphons	0
alpie	0
alpine	0
alpine-aura	0
alpmod	0
alpmp3	0
alpng	0
alpnm	0
alpreewpchanger	0
alproject	0
alps	0
alpy	0
alpycc	0
alq	0
alquiplussg	0
alquran	0
alr-encrypt	0
alrath	0
alrebat	0
als	0
alsa	0
alsa-eq-plugin	0
alsa-nyser	0
alsainstaller	0
alsamodular	0
alsapas	0
alsaplayer	0
alsedo-sd	0
alsp	0
alss	0
alster	0
alt-ernative	0
alt-geco	0
alt-ide	0
alt-js-glossary	0
alt-search	0
alt4	0
altbinos	0
altcant	0
altcaps	0
altcobaltfp	0
altcode	0
altctrldel	0
altdesk	0
alted	0
alter	0
alter-ego	0
alter-info	0
alter-life	0
alteraterra	0
alterawars	0
alterchat	0
alterciv	0
altereego	0
alteregos	0
alterfinance	0
alteria	0
alternate-mra	0
alternatif	0
alternativatut	0
alternatives	0
alternator	0
alternators	0
alternova	0
alteropos	0
altersubtitle	0
altexim	0
altexnn	0
althea	0
altiora	0
altiosamples	0
altjira	0
altmbox	0
altogather	0
altogether	0
altohorno	0
altosdev	0
altproject	0
altran	0
altrmi-plugins	0
altrun	0
altse	0
alttender	0
altuarmedia	0
altwiki	0
altytan	0
alucard	0
alucinoria	0
alud	0
aluminium	0
aluminum	0
alumni	0
alumni-fiit	0
alumni-online	0
alumni-tracker	0
alumniatschool	0
alumnic	0
alumnicomposite	0
alumniconnect	0
alumnionrails	0
alumniserver	0
alunoapp	0
alus	0
alvand	0
alvaria	0
alvin	0
alvincms	0
alvisgui	0
alviz	0
alvyn	0
always	0
alwaysalphacms	0
alweditor	0
alwerdalqurani	0
alwis	0
alx	0
alx-library	0
alxclient	0
alyn	0
alyoop	0
alyx	0
alzabo	0
alzheimer	0
am-catcher	0
am-portable	0
am1-synthesizer	0
am2jtl	0
am8commander	0
ama	0
ama-jour	0
ama4g	0
amaan	0
amaart	0
amacdys	0
amadesktop	0
amadeus	0
amadeus-ce	0
amadeus-lms	0
amadeus-mobile	0
amadeus-wd	0
amadis	0
amahi	0
amail	0
amaild	0
amailer	0
amake	0
amakegen	0
amaker	0
amakode	0
amalaga	0
amalfim	0
amalgam	0
amalgom	0
amalthea	0
amaly	0
amamp	0
aman	0
amanda	0
amanda-bot	0
amanda-win32	0
amandaadm	0
amandaclassset	0
amandaportal	0
amandavcd	0
amanga	0
amanith	0
amanuensis	0
amap	0
amapi	0
amapop	0
amaranth	0
amaretah	0
amaris-cms	0
amaroc	0
amarokapplet	0
amaroker	0
amarokfs	0
amarokinfo	0
amarokweb	0
amarokwebfront	0
amarracoferoz	0
amarula	0
amas	0
amat	0
amatel	0
amateracms	0
amateras	0
amateur-scrolls	0
amatexttool	0
amathaon	0
amatix	0
amavis	0
amavis-mysql	0
amavis-n-parser	0
amavisadmin	0
amavisd-milter	0
amazighfonts	0
amazingcrisis	0
amazinggame	0
amazinghms	0
amazingsaver	0
amazon	0
amazon-ec2-edit	0
amazon5	0
amazonbox	0
amazondeals	0
amazonec2edit	0
amazonecs-net	0
amazonfinder	0
amazonkuku	0
amazonlib	0
amazonproject	0
amazonrcp	0
amazons3jadmin	0
amazonstore	0
amazontp	0
amazoom	0
amazoop	0
amb	0
amb-free	0
amba	0
ambassador	0
ambcolapadmines	0
ambcow	0
amber	0
amber-db	0
amber-lang	0
amber-net	0
amberarcher	0
amberbot	0
ambercms	0
ambereh	0
amberfish	0
amberfisharts	0
amberle	0
amberlist	0
ambermon	0
ambermozext	0
ambernet	0
amberrpg	0
ambersand	0
ambg	0
ambia	0
ambiance	0
ambient	0
ambientcom-temp	0
ambiente	0
ambienti	0
ambientjava	0
ambientmp	0
ambientorb	0
ambigram	0
ambigramdraw	0
ambiprocessor	0
ambisearch	0
ambisuite	0
ambit	0
ambitcomponents	0
ambition	0
amble	0
amblib	0
ambookworm	0
ambpci	0
ambt	0
ambulant	0
amc	0
amc-client	0
amcat	0
amcharts-php	0
amcl	0
amcod	0
amconnections	0
amcost	0
amcpostpack	0
amcpsc315t4sql	0
amcrpg	0
amcs	0
amcupdater	0
amd-2008	0
amda	0
amdirectory	0
amdl	0
amdtpplay	0
amdvopt	0
ame	0
ameba	0
amebox	0
amediamessenger	0
amee	0
amee-client	0
amel	0
amelia	0
amelibraries	0
amelish	0
amen	0
americanfencing	0
americanfootbal	0
amerilib	0
amesit	0
amestris	0
amethist	0
amethyst	0
ameya	0
amf	0
amfext	0
amfibian	0
amfmessenger	0
amfnet	0
amfora	0
amforth	0
amfphp	0
amfphpchat	0
amfpp	0
amfpython	0
amfsharp	0
amg	0
amge	0
amgenerator	0
amgetter	0
amhapplet	0
amharic-morph	0
amharicos	0
amhe	0
amhm	0
amhuliophpmysql	0
amiantnavigator	0
amiba	0
amiblitz3	0
amic	0
amiclargs	0
amico	0
amicus	0
amicus-world	0
amida	0
amidala	0
amide	0
amidimixer	0
amidimon	0
amiens	0
amiflim	0
amiflinker	0
amiga-fryingpan	0
amiga-generic	0
amiga-smbfs	0
amigabok	0
amigaide	0
amigaone-linux	0
amigaos68kdevto	0
amigeekornot	0
amigos	0
amigram	0
amigtk	0
amigui	0
amilab	0
amilo	0
amina	0
amine-platform	0
amino-cbbs	0
amint	0
amiopenoffice	0
amiprotocol	0
amiproxy	0
amir	0
amirc	0
amirc-wallchop	0
amire	0
amis	0
amishare	0
amitinygl	0
amivideo	0
amiwall	0
amj	0
amk-cash	0
amk-en	0
amk-source	0
amkrenamer	0
amktasks	0
amkyims	0
aml	0
amlcartography	0
amlet	0
amlpp	0
amm	0
amm-ide	0
ammap	0
ammentos	0
ammessenger	0
ammog	0
ammoria	0
ammp	0
ammt	0
amnesia	0
amnesia-net	0
amnesiaengine	0
amnesty	0
amnestyde-wiki	0
amo	0
amobagame	0
amoc	0
amock	0
amod	0
amodules2	0
amodules3	0
amoeba	0
amoeba-debugger	0
amoeba-wars	0
amoebaa	0
amoebagame	0
amoebarpg	0
amog	0
amok81	0
amop	0
amor	0
amora	0
amore	0
amori	0
amorph	0
amorpher	0
amorphia	0
amorphis	0
amorphous	0
amorphousx	0
amorss	0
amos	0
amp	0
amp-fbrowser	0
amp11	0
ampache	0
ampasctl	0
ampathy	0
ampc	0
ampcad	0
ampcgifeeder	0
ampcontrol	0
ampcrypt	0
ampdangel	0
ampe-ffmpeg	0
ampedreports	0
ampel	0
ampersand	0
ampersand-irc	0
ampersor	0
ampfs	0
amph	0
amphetadesk	0
amphetamines	0
amphetarate	0
amphetaserver	0
ampheusaccounts	0
amphibian	0
amphion	0
amphora	0
ampick	0
ampike	0
ampit	0
ampjava	0
amplafi-flow	0
ample	0
amplesight	0
amplicon	0
amplified	0
amplify	0
amplifymda	0
amplitude	0
ampoliros	0
amportal	0
amppserv-xp	0
amproject	0
amprot	0
amps	0
amps-2007	0
amptimes	0
ampui	0
ampxstream	0
ampy	0
amqplugin	0
amr	0
amr2wav	0
amra	0
amrc	0
amrcmcm	0
amrecgui	0
amreservit	0
amroc	0
amrs	0
amrss	0
ams	0
ams-application	0
ams-auto	0
ams-laicpms	0
ams-player	0
amsarf	0
amse-fileviewer	0
amsel	0
amset	0
amsf	0
amsfindit	0
amsn	0
amsn097installe	0
amsnplus	0
amsonia-advance	0
amsproject	0
amster	0
amsterdam	0
amstrad-4-httpd	0
amsuite	0
amsunix	0
amsynthe	0
amsystem	0
amtcardsignin	0
amteclipse	0
amtools	0
amtowsbnp	0
amtu	0
amtueal	0
amua	0
amuc	0
amule	0
amule-adunanza	0
amulecc	0
amulet	0
amun	0
amun-ra	0
amupper	0
amuru	0
amuse	0
amused	0
amvcodec	0
amvpn	0
amwlp	0
amx	0
amx-super	0
amxa	0
amxbot	0
amxconfig	0
amxconfignet	0
amxmod	0
amxmodx	0
amxmodx-rain	0
amxmodxcompiler	0
amxx-chinese	0
amy2	0
amybackup	0
amyedit	0
amygdala	0
amylase	0
amyme	0
amyno	0
amypkg	0
amyunix1	0
amyunix2	0
an-mmo-arcade	0
an2	0
ana	0
ana-mp	0
anabey	0
anableps	0
anabot	0
anachron	0
anacon	0
anaconda	0
anaconda-agg	100464
anacondaedit	59469
anacondaportal	133254
anacron	43240
anacron2	21295
anaction	75871
anadr	113480
anaesthesia	116273
anaglyph4flickr	20478
anaglyphcam	142826
anagmt	45671
anagrade	156302
anagraficaparro	69182
anagram	23363
anagrams	79898
anahy	128539
anairc	72040
anakrino	73181
anaksibolga	111839
analcnc	151722
analina	68039
analisa	106281
analista	172606
analizaeeg	102909
analizaprojektu	121405
analizator	142141
anallog	94029
analog	197687
analog-clock	112677
analog4j	38128
analoglive	69911
analogosx	197711
analogsuit	71857
analogtime	150301
analogy	56395
analrisk	121616
analyseafm	109652
analysenotiz	29527
analysesi	103223
analysis11	135905
analysisphpbb3	109032
analyticalcrm	19245
analyticgeom	66803
analytics	140736
analyticsplug	128515
analyzator	49049
analyze	119724
analyzemse	113257
analyzennls	14078
analyzer3	170760
analyzerng	109105
analyzewiki	71933
analyzingtext	98351
ananas	25826
ananasproject	19238
anansi	119726
ananta	12371
anaphraseus	1454
anar-chat	129565
anarbb	144043
anarchism	72030
anarchist	58114
anarchivist	42855
anarchonomy	70943
anarchy	115701
anarchyircd	127354
anarchyoffline	157232
anarchyproject	66297
anas	61275
anasig	134419
anasm	15699
anastacia	51093
anastasia	26769
anatest	163336
anathema	3700
anatimer	16768
anatoliamud	39572
anatomy-sim	103787
anatrolivre	127181
anautomaticumlc	100969
anavipreviewgui	185884
anax	73702
anaxagora	33357
anaxi	98585
anbu	158814
anca	59207
ancamnia	52401
ancestree	33269
anchorpower	10184
anchuan	70420
ancient-books	133438
ancient-civ	77460
ancientlegends	151339
ancienvex	25791
ancilla	148313
ancosohr	41690
and	31207
and-httpd	64588
andalus	85901
andaluz	39450
andante	28710
andarisscript	110938
andax	49499
andbatdog	5489
anddi	32819
anddsoft	25696
andecerto	17327
anderssehncms	138127
anderstool	95321
anderswelten	109788
andes	0
andesta	159772
andhsli	1836
andi	49456
andi-ortlos	145106
andiamo	8618
andilabs	129209
andimap	112215
andlu	130036
andml	67345
andorra	3235
andra	29022
andranalizer	120650
andrbiz	128138
andrchronometer	110658
andrea	31198
andrea-upnp	49667
andrejuan2008-2	102240
andreluiz	143831
andresprogs	58367
andrewanoid	60701
andrewquiz	147442
andrews	111626
andreyf1	95058
andrioalmeida	116737
andriy	48634
andro	2621
androibay	105316
android	112978
android-n810	20503
androidbox2d	43980
androiddesigner	44296
androidextras	95922
androidgles	31216
androidgtalk	44008
androidmusic	111643
androidnetsuite	111866
androidpwsafe	67859
androidrisk	101589
androidsoodokus	32021
androiez	23378
andromdaplugins	2757
andromeda	153324
andromeda9	53112
andromedaemu	96347
andromus	35118
andrq	14173
andsoft	16774
andtrain	105390
anduril	154263
andutteye	67301
andy-quest	132486
andychat	69080
andypic	149693
andyspalm	79839
aneasyinstaller	96457
anebg	127972
anemasys	76037
anepsosis	51679
anese	166855
anet	201739
anetgen	166050
anetka	113965
anetlistcompare	150122
anette	51901
anettest	6194
aneuhub	140701
aneuronalnet	160459
anews	144488
anewssystem	43556
anex	28159
anextfs	87999
anf	117662
anfi	70928
anfs	33480
angajati	126657
angal	2178
angeftpoverssh	18222
angel	57206
angel-lsm	14487
angela	75369
angelbb	118857
angelcms	131211
angeldrem	99257
angelion-tdc	14064
angelite	110275
angeljuice	62442
angell	128811
angellib	9581
angelos	173970
angelos-im	154943
angelraytracing	154658
angels	47536
angelsbot	133259
angelscript	77130
angelscripts	71715
angelsquesthero	110595
angeocalc	126827
angie	28132
angie-mapper	85859
angiraonline	123857
angis	0
angkor	68614
angliconian2	72959
angn	154509
angra	119756
angrysource	121061
angst	26718
angua	68271
angularsync	34708
anhorga	129056
ani	34890
ani2d	5889
ani3d	4827
aniara	0
anibox	111803
aniclient	18013
anidam	75114
anidb	104708
anidbcnit	68421
anides	35522
